"STUID","PROGRAM","TERM","TERM_GPA","CREDITS_ATTEMPTED","CREDITS_EARNED"
"STU0186","Liberal Arts",6,3.03,15,15
"STU0186","Liberal Arts",7,2.74,15,15
"STU0186","Liberal Arts",8,2.46,15,15
"STU0187","Liberal Arts",1,2.08,15,15
"STU0187","Liberal Arts",2,2.38,15,15
"STU0187","Liberal Arts",3,1.64,15,15
"STU0187","Liberal Arts",4,2.89,15,15
"STU0187","Liberal Arts",5,3.36,15,15
"STU0187","Liberal Arts",6,2.68,15,15
"STU0187","Liberal Arts",7,3.29,15,15
"STU0187","Liberal Arts",8,2.74,15,15
"STU0188","Liberal Arts",1,3.56,15,15
"STU0188","Liberal Arts",2,2.96,15,15
"STU0188","Liberal Arts",3,3.52,15,15
"STU0188","Liberal Arts",4,2.86,15,15
"STU0188","Liberal Arts",5,3.3,15,15
"STU0188","Liberal Arts",6,3.82,15,15
"STU0188","Liberal Arts",7,3.54,15,15
"STU0188","Liberal Arts",8,3.48,15,15
"STU0189","Engineering",1,2.15,15,15
"STU0189","Engineering",2,2.35,15,15
"STU0189","Engineering",3,2.72,15,15
"STU0189","Engineering",4,2.46,15,15
"STU0189","Engineering",5,2.58,15,15
"STU0189","Engineering",6,1.64,15,15
"STU0189","Engineering",7,2.35,15,15
"STU0189","Engineering",8,1.92,15,15
"STU0190","Engineering",1,4,15,15
"STU0190","Engineering",2,3.7,15,15
"STU0190","Engineering",3,4,15,15
"STU0191","Engineering",1,3.42,15,15
"STU0191","Engineering",2,3.94,15,15
"STU0191","Engineering",3,3.76,15,15
"STU0191","Engineering",4,3.96,15,15
"STU0191","Engineering",5,3.87,15,15
"STU0191","Engineering",6,4,15,15
"STU0191","Engineering",7,4,15,15
"STU0191","Engineering",8,4,15,15
"STU0192","Liberal Arts",1,3.01,15,15
"STU0192","Liberal Arts",2,2.3,15,15
"STU0192","Liberal Arts",3,2.51,15,15
"STU0192","Liberal Arts",4,2.71,15,15
"STU0192","Liberal Arts",5,2.58,15,15
"STU0192","Liberal Arts",6,3.14,15,15
"STU0192","Liberal Arts",7,2.41,15,15
"STU0192","Liberal Arts",8,3.03,15,15
"STU0193","Engineering",1,1.49,15,15
"STU0193","Engineering",2,1.98,15,15
"STU0194","Engineering",1,2.28,15,15
"STU0194","Engineering",2,2.32,15,15
"STU0194","Engineering",3,2.54,15,15
"STU0194","Engineering",4,2.51,15,15
"STU0194","Engineering",5,2.23,15,15
"STU0194","Engineering",6,2.46,15,15
"STU0194","Engineering",7,2.56,15,15
"STU0194","Engineering",8,2.58,15,15
"STU0195","Engineering",1,4,15,15
"STU0195","Engineering",2,3.83,15,15
"STU0195","Engineering",3,3.94,15,15
"STU0195","Engineering",4,4,15,15
"STU0195","Engineering",5,3.67,15,15
"STU0195","Engineering",6,3.79,15,15
"STU0195","Engineering",7,3.59,15,15
"STU0195","Engineering",8,4,15,15
"STU0196","Engineering",1,2.87,15,15
"STU0196","Engineering",2,3.25,15,15
"STU0196","Engineering",3,3.58,15,15
"STU0196","Engineering",4,2.51,15,15
"STU0196","Engineering",5,2.47,15,15
"STU0196","Engineering",6,3.24,15,15
"STU0196","Engineering",7,2.57,15,15
"STU0196","Engineering",8,2.99,15,15
"STU0197","Business",1,0.9,15,9
"STU0197","Business",2,1.65,15,15
"STU0198","Engineering",1,2.93,15,15
"STU0198","Engineering",2,3.28,15,15
"STU0198","Engineering",3,3.75,15,15
"STU0198","Engineering",4,4,15,15
"STU0198","Engineering",5,3.71,15,15
"STU0198","Engineering",6,3.78,15,15
"STU0198","Engineering",7,3.41,15,15
"STU0198","Engineering",8,3.27,15,15
"STU0199","Liberal Arts",1,3.26,15,15
"STU0199","Liberal Arts",2,2.62,15,15
"STU0199","Liberal Arts",3,2.85,15,15
"STU0199","Liberal Arts",4,3.75,15,15
"STU0199","Liberal Arts",5,3.04,15,15
"STU0199","Liberal Arts",6,3.15,15,15
"STU0199","Liberal Arts",7,3.51,15,15
"STU0199","Liberal Arts",8,3.38,15,15
"STU0200","Liberal Arts",1,3.16,15,15
"STU0200","Liberal Arts",2,2.64,15,15
"STU0200","Liberal Arts",3,2.76,15,15
"STU0200","Liberal Arts",4,2.35,15,15
"STU0200","Liberal Arts",5,1.83,15,15
"STU0200","Liberal Arts",6,2.49,15,15
"STU0200","Liberal Arts",7,2.63,15,15
"STU0200","Liberal Arts",8,2.19,15,15
"STU0201","Liberal Arts",1,2.65,15,15
"STU0201","Liberal Arts",2,3,15,15
"STU0201","Liberal Arts",3,2.55,15,15
"STU0201","Liberal Arts",4,2.49,15,15
"STU0201","Liberal Arts",5,2.52,15,15
"STU0201","Liberal Arts",6,3.47,15,15
"STU0201","Liberal Arts",7,3.51,15,15
"STU0201","Liberal Arts",8,2.09,15,15
"STU0202","Business",1,3.44,15,15
"STU0202","Business",2,3.56,15,15
"STU0202","Business",3,3.16,15,15
"STU0202","Business",4,2.63,15,15
"STU0202","Business",5,2.81,15,15
"STU0202","Business",6,2.91,15,15
"STU0202","Business",7,2.71,15,15
"STU0202","Business",8,3.06,15,15
"STU0203","Liberal Arts",1,1.77,15,15
"STU0203","Liberal Arts",2,3.42,15,15
"STU0203","Liberal Arts",3,2.44,15,15
"STU0203","Liberal Arts",4,3.21,15,15
"STU0203","Liberal Arts",5,3.38,15,15
"STU0203","Liberal Arts",6,2.19,15,15
"STU0203","Liberal Arts",7,2.9,15,15
"STU0203","Liberal Arts",8,3.08,15,15
"STU0204","Business",1,2.64,15,15
"STU0204","Business",2,2.94,15,15
"STU0204","Business",3,3.26,15,15
"STU0204","Business",4,2.82,15,15
"STU0204","Business",5,2.73,15,15
"STU0204","Business",6,2.39,15,15
"STU0204","Business",7,2.2,15,15
"STU0204","Business",8,3.44,15,15
"STU0205","Engineering",1,1.15,15,15
"STU0205","Engineering",2,1.2,15,15
"STU0206","Business",1,3.13,15,15
"STU0206","Business",2,3.15,15,15
"STU0206","Business",3,2.42,15,15
"STU0206","Business",4,3.46,15,15
"STU0206","Business",5,2.52,15,15
"STU0206","Business",6,2.92,15,15
"STU0206","Business",7,2.38,15,15
"STU0206","Business",8,2.73,15,15
"STU0207","Liberal Arts",1,3.64,15,15
"STU0207","Liberal Arts",2,3.78,15,15
"STU0207","Liberal Arts",3,4,15,15
"STU0207","Liberal Arts",4,4,15,15
"STU0207","Liberal Arts",5,4,15,15
"STU0207","Liberal Arts",6,4,15,15
"STU0207","Liberal Arts",7,4,15,15
"STU0207","Liberal Arts",8,4,15,15
"STU0208","Business",1,3.67,15,15
"STU0208","Business",2,4,15,15
"STU0208","Business",3,2.93,15,15
"STU0208","Business",4,2.88,15,15
"STU0208","Business",5,3.68,15,15
"STU0208","Business",6,3.41,15,15
"STU0208","Business",7,3.03,15,15
"STU0208","Business",8,4,15,15
"STU0209","Engineering",1,4,15,15
"STU0209","Engineering",2,3.41,15,15
"STU0209","Engineering",3,4,15,15
"STU0209","Engineering",4,4,15,15
"STU0209","Engineering",5,4,15,15
"STU0209","Engineering",6,4,15,15
"STU0209","Engineering",7,3.92,15,15
"STU0209","Engineering",8,4,15,15
"STU0210","Engineering",1,3.63,15,15
"STU0210","Engineering",2,3.31,15,15
"STU0210","Engineering",3,3.08,15,15
"STU0210","Engineering",4,3.6,15,15
"STU0210","Engineering",5,3.39,15,15
"STU0210","Engineering",6,3.93,15,15
"STU0210","Engineering",7,3.63,15,15
"STU0210","Engineering",8,3.59,15,15
"STU0211","Business",1,2.69,15,15
"STU0211","Business",2,2.2,15,15
"STU0211","Business",3,2.33,15,15
"STU0211","Business",4,2.03,15,15
"STU0211","Business",5,2.78,15,15
"STU0211","Business",6,2.35,15,15
"STU0211","Business",7,2.51,15,15
"STU0211","Business",8,2.24,15,15
"STU0212","Business",1,3.36,15,15
"STU0212","Business",2,3.75,15,15
"STU0212","Business",3,3.01,15,15
"STU0212","Business",4,3.49,15,15
"STU0212","Business",5,3.14,15,15
"STU0212","Business",6,3.52,15,15
"STU0212","Business",7,3.14,15,15
"STU0212","Business",8,4,15,15
"STU0214","Engineering",1,3.6,15,15
"STU0214","Engineering",2,3.39,15,15
"STU0215","Business",1,4,15,15
"STU0215","Business",2,4,15,15
"STU0215","Business",3,3.8,15,15
"STU0215","Business",4,3.41,15,15
"STU0215","Business",5,4,15,15
"STU0215","Business",6,3.74,15,15
"STU0216","Liberal Arts",1,4,15,15
"STU0216","Liberal Arts",2,3.87,15,15
"STU0216","Liberal Arts",3,3.84,15,15
"STU0216","Liberal Arts",4,4,15,15
"STU0216","Liberal Arts",5,3.52,15,15
"STU0216","Liberal Arts",6,3.29,15,15
"STU0216","Liberal Arts",7,4,15,15
"STU0216","Liberal Arts",8,3.26,15,15
"STU0217","Business",1,2.81,15,15
"STU0217","Business",2,3.31,15,15
"STU0217","Business",3,3.86,15,15
"STU0217","Business",4,2.83,15,15
"STU0217","Business",5,3.2,15,15
"STU0217","Business",6,3.06,15,15
"STU0217","Business",7,3.24,15,15
"STU0217","Business",8,3.64,15,15
"STU0218","Business",1,2.04,15,15
"STU0218","Business",2,2.27,15,15
"STU0218","Business",3,1.6,15,15
"STU0218","Business",4,2.36,15,15
"STU0218","Business",5,2.78,15,15
"STU0218","Business",6,2.71,15,15
"STU0218","Business",7,1.98,15,15
"STU0218","Business",8,2.14,15,15
"STU0219","Business",1,2.85,15,15
"STU0219","Business",2,2.46,15,15
"STU0219","Business",3,3.13,15,15
"STU0219","Business",4,2.6,15,15
"STU0219","Business",5,2.75,15,15
"STU0219","Business",6,2.35,15,15
"STU0219","Business",7,1.79,15,15
"STU0219","Business",8,2.78,15,15
"STU0220","Liberal Arts",1,4,15,15
"STU0220","Liberal Arts",2,3.78,15,15
"STU0220","Liberal Arts",3,4,15,15
"STU0220","Liberal Arts",4,3.91,15,15
"STU0220","Liberal Arts",5,4,15,15
"STU0220","Liberal Arts",6,4,15,15
"STU0220","Liberal Arts",7,3.54,15,15
"STU0220","Liberal Arts",8,3.96,15,15
"STU0221","Business",1,3.82,15,15
"STU0221","Business",2,4,15,15
"STU0221","Business",3,4,15,15
"STU0221","Business",4,4,15,15
"STU0221","Business",5,4,15,15
"STU0221","Business",6,3.74,15,15
"STU0221","Business",7,4,15,15
"STU0221","Business",8,4,15,15
"STU0222","Engineering",1,2.4,15,15
"STU0222","Engineering",2,2.2,15,15
"STU0222","Engineering",3,2.56,15,15
"STU0222","Engineering",4,1.97,15,15
"STU0222","Engineering",5,2.73,15,15
"STU0222","Engineering",6,2.59,15,15
"STU0222","Engineering",7,1.83,15,15
"STU0222","Engineering",8,2.8,15,15
"STU0223","Business",1,3.02,15,15
"STU0223","Business",2,2.59,15,15
"STU0223","Business",3,3.38,15,15
"STU0223","Business",4,4,15,15
"STU0223","Business",5,2.75,15,15
"STU0223","Business",6,2.94,15,15
"STU0223","Business",7,2.92,15,15
"STU0223","Business",8,3.02,15,15
"STU0225","Engineering",1,3.23,15,15
"STU0225","Engineering",2,2.44,15,15
"STU0225","Engineering",3,2.82,15,15
"STU0225","Engineering",4,2.72,15,15
"STU0225","Engineering",5,3.56,15,15
"STU0225","Engineering",6,3.56,15,15
"STU0225","Engineering",7,3.59,15,15
"STU0225","Engineering",8,3.42,15,15
"STU0226","Liberal Arts",1,3.37,15,15
"STU0226","Liberal Arts",2,4,15,15
"STU0226","Liberal Arts",3,3.08,15,15
"STU0226","Liberal Arts",4,3.29,15,15
"STU0226","Liberal Arts",5,2.43,15,15
"STU0226","Liberal Arts",6,2.68,15,15
"STU0226","Liberal Arts",7,2.57,15,15
"STU0226","Liberal Arts",8,3.1,15,15
"STU0227","Engineering",1,2.47,15,15
"STU0227","Engineering",2,2.39,15,15
"STU0227","Engineering",3,1.96,15,15
"STU0227","Engineering",4,2.54,15,15
"STU0227","Engineering",5,2.36,15,15
"STU0227","Engineering",6,1.45,15,15
"STU0227","Engineering",7,2.58,15,15
"STU0227","Engineering",8,2.54,15,15
"STU0228","Engineering",1,4,15,15
"STU0228","Engineering",2,3.65,15,15
"STU0228","Engineering",3,4,15,15
"STU0228","Engineering",4,3.19,15,15
"STU0229","Engineering",1,3.37,15,15
"STU0229","Engineering",2,2.92,15,15
"STU0229","Engineering",3,3.14,15,15
"STU0229","Engineering",4,2.37,15,15
"STU0229","Engineering",5,3.14,15,15
"STU0229","Engineering",6,2.89,15,15
"STU0229","Engineering",7,3.17,15,15
"STU0229","Engineering",8,2.49,15,15
"STU0230","Engineering",1,3.29,15,15
"STU0230","Engineering",2,3.19,15,15
"STU0230","Engineering",3,3.42,15,15
"STU0230","Engineering",4,3.58,15,15
"STU0230","Engineering",5,3.92,15,15
"STU0230","Engineering",6,4,15,15
"STU0230","Engineering",7,3.15,15,15
"STU0230","Engineering",8,2.98,15,15
"STU0231","Business",1,3.28,15,15
"STU0231","Business",2,2.51,15,15
"STU0231","Business",3,3.28,15,15
"STU0231","Business",4,3.38,15,15
"STU0231","Business",5,3.51,15,15
"STU0231","Business",6,2.9,15,15
"STU0231","Business",7,2.96,15,15
"STU0231","Business",8,3.21,15,15
"STU0232","Engineering",1,2.78,15,15
"STU0232","Engineering",2,3.25,15,15
"STU0232","Engineering",3,3.02,15,15
"STU0232","Engineering",4,2.83,15,15
"STU0232","Engineering",5,2.41,15,15
"STU0232","Engineering",6,3.67,15,15
"STU0232","Engineering",7,3.2,15,15
"STU0232","Engineering",8,3.64,15,15
"STU0234","Engineering",1,4,15,15
"STU0234","Engineering",2,3.37,15,15
"STU0234","Engineering",3,3.61,15,15
"STU0234","Engineering",4,3.73,15,15
"STU0234","Engineering",5,3.41,15,15
"STU0234","Engineering",6,3.81,15,15
"STU0234","Engineering",7,3.66,15,15
"STU0234","Engineering",8,3.75,15,15
"STU0235","Liberal Arts",1,4,15,15
"STU0235","Liberal Arts",2,4,15,15
"STU0235","Liberal Arts",3,3.85,15,15
"STU0235","Liberal Arts",4,3.29,15,15
"STU0235","Liberal Arts",5,3.53,15,15
"STU0235","Liberal Arts",6,3.5,15,15
"STU0235","Liberal Arts",7,4,15,15
"STU0235","Liberal Arts",8,4,15,15
"STU0236","Liberal Arts",1,1.73,15,15
"STU0236","Liberal Arts",2,0.97,15,9
"STU0237","Engineering",1,3.29,15,15
"STU0237","Engineering",2,3.63,15,15
"STU0237","Engineering",3,3.7,15,15
"STU0237","Engineering",4,4,15,15
"STU0237","Engineering",5,4,15,15
"STU0237","Engineering",6,3.73,15,15
"STU0237","Engineering",7,3.04,15,15
"STU0237","Engineering",8,3.23,15,15
"STU0238","Liberal Arts",1,3.04,15,15
"STU0238","Liberal Arts",2,2.97,15,15
"STU0238","Liberal Arts",3,2.95,15,15
"STU0238","Liberal Arts",4,2.78,15,15
"STU0238","Liberal Arts",5,3.24,15,15
"STU0238","Liberal Arts",6,3.14,15,15
"STU0238","Liberal Arts",7,2.85,15,15
"STU0238","Liberal Arts",8,2.87,15,15
"STU0239","Business",1,2.8,15,15
"STU0239","Business",2,2.61,15,15
"STU0239","Business",3,2.92,15,15
"STU0239","Business",4,2.54,15,15
"STU0239","Business",5,2.64,15,15
"STU0239","Business",6,2.54,15,15
"STU0239","Business",7,2.82,15,15
"STU0239","Business",8,2.81,15,15
"STU0240","Business",1,3.05,15,15
"STU0240","Business",2,2.92,15,15
"STU0240","Business",3,2.47,15,15
"STU0240","Business",4,2.35,15,15
"STU0240","Business",5,2.44,15,15
"STU0240","Business",6,2.32,15,15
"STU0240","Business",7,2.45,15,15
"STU0240","Business",8,2.84,15,15
"STU0241","Engineering",1,3.69,15,15
"STU0241","Engineering",2,4,15,15
"STU0241","Engineering",3,3.49,15,15
"STU0241","Engineering",4,3.12,15,15
"STU0241","Engineering",5,4,15,15
"STU0241","Engineering",6,4,15,15
"STU0241","Engineering",7,4,15,15
"STU0241","Engineering",8,4,15,15
"STU0242","Business",1,2.93,15,15
"STU0242","Business",2,2.38,15,15
"STU0242","Business",3,3.38,15,15
"STU0242","Business",4,3.77,15,15
"STU0242","Business",5,3.51,15,15
"STU0242","Business",6,2.37,15,15
"STU0242","Business",7,3.87,15,15
"STU0242","Business",8,2.48,15,15
"STU0243","Engineering",1,3.74,15,15
"STU0243","Engineering",2,3.38,15,15
"STU0243","Engineering",3,2.78,15,15
"STU0243","Engineering",4,2.76,15,15
"STU0243","Engineering",5,2.68,15,15
"STU0243","Engineering",6,3.01,15,15
"STU0243","Engineering",7,2.43,15,15
"STU0243","Engineering",8,2.54,15,15
"STU0244","Engineering",1,4,15,15
"STU0244","Engineering",2,3.02,15,15
"STU0244","Engineering",3,3.62,15,15
"STU0244","Engineering",4,3.04,15,15
"STU0244","Engineering",5,3.09,15,15
"STU0244","Engineering",6,4,15,15
"STU0244","Engineering",7,3.51,15,15
"STU0244","Engineering",8,3.51,15,15
"STU0245","Business",1,1.83,15,15
"STU0245","Business",2,2.78,15,15
"STU0245","Business",3,2.82,15,15
"STU0245","Business",4,3.17,15,15
"STU0245","Business",5,3.24,15,15
"STU0245","Business",6,2.04,15,15
"STU0245","Business",7,2.75,15,15
"STU0245","Business",8,3.12,15,15
"STU0246","Business",1,3.32,15,15
"STU0246","Business",2,4,15,15
"STU0246","Business",3,3.5,15,15
"STU0246","Business",4,3.24,15,15
"STU0246","Business",5,3.45,15,15
"STU0246","Business",6,4,15,15
"STU0246","Business",7,3.24,15,15
"STU0246","Business",8,3.14,15,15
"STU0247","Engineering",1,4,15,15
"STU0247","Engineering",2,3.96,15,15
"STU0247","Engineering",3,3.65,15,15
"STU0247","Engineering",4,3.91,15,15
"STU0247","Engineering",5,4,15,15
"STU0247","Engineering",6,3.84,15,15
"STU0247","Engineering",7,4,15,15
"STU0247","Engineering",8,4,15,15
"STU0248","Engineering",1,3.25,15,15
"STU0248","Engineering",2,3.47,15,15
"STU0248","Engineering",3,2.71,15,15
"STU0248","Engineering",4,2.6,15,15
"STU0248","Engineering",5,2.5,15,15
"STU0248","Engineering",6,2.67,15,15
"STU0248","Engineering",7,3.03,15,15
"STU0248","Engineering",8,3.09,15,15
"STU0249","Business",1,2.39,15,15
"STU0249","Business",2,3.17,15,15
"STU0249","Business",3,2.4,15,15
"STU0249","Business",4,2.48,15,15
"STU0249","Business",5,2.37,15,15
"STU0249","Business",6,2.69,15,15
"STU0249","Business",7,2.27,15,15
"STU0249","Business",8,2.03,15,15
"STU0250","Liberal Arts",1,3.41,15,15
"STU0250","Liberal Arts",2,3.13,15,15
"STU0250","Liberal Arts",3,2.47,15,15
"STU0250","Liberal Arts",4,2.82,15,15
"STU0250","Liberal Arts",5,3.23,15,15
"STU0250","Liberal Arts",6,3.15,15,15
"STU0250","Liberal Arts",7,3.05,15,15
"STU0250","Liberal Arts",8,2.56,15,15
"STU0251","Engineering",1,2.24,15,15
"STU0252","Engineering",1,3.29,15,15
"STU0252","Engineering",2,3.08,15,15
"STU0252","Engineering",3,3.82,15,15
"STU0252","Engineering",4,2.66,15,15
"STU0252","Engineering",5,2.77,15,15
"STU0252","Engineering",6,3.84,15,15
"STU0252","Engineering",7,3.6,15,15
"STU0252","Engineering",8,3.39,15,15
"STU0253","Engineering",1,3.26,15,15
"STU0253","Engineering",2,3.03,15,15
"STU0253","Engineering",3,3.11,15,15
"STU0253","Engineering",4,3.38,15,15
"STU0253","Engineering",5,3.27,15,15
"STU0253","Engineering",6,3.47,15,15
"STU0253","Engineering",7,3.82,15,15
"STU0253","Engineering",8,3.04,15,15
"STU0254","Business",1,4,15,15
"STU0254","Business",2,4,15,15
"STU0254","Business",3,4,15,15
"STU0254","Business",4,4,15,15
"STU0254","Business",5,3.37,15,15
"STU0254","Business",6,4,15,15
"STU0254","Business",7,3.87,15,15
"STU0254","Business",8,3.44,15,15
"STU0255","Engineering",1,3.68,15,15
"STU0256","Liberal Arts",1,3.49,15,15
"STU0256","Liberal Arts",2,3.88,15,15
"STU0256","Liberal Arts",3,4,15,15
"STU0256","Liberal Arts",4,4,15,15
"STU0256","Liberal Arts",5,4,15,15
"STU0256","Liberal Arts",6,4,15,15
"STU0256","Liberal Arts",7,3.65,15,15
"STU0256","Liberal Arts",8,3.89,15,15
"STU0257","Engineering",1,2.36,15,15
"STU0257","Engineering",2,2.32,15,15
"STU0257","Engineering",3,2.33,15,15
"STU0257","Engineering",4,2.19,15,15
"STU0257","Engineering",5,2.76,15,15
"STU0257","Engineering",6,2.12,15,15
"STU0257","Engineering",7,1.62,15,15
"STU0257","Engineering",8,2.61,15,15
"STU0258","Business",1,3.63,15,15
"STU0258","Business",2,3.94,15,15
"STU0258","Business",3,3.2,15,15
"STU0258","Business",4,3.37,15,15
"STU0258","Business",5,3.4,15,15
"STU0258","Business",6,4,15,15
"STU0258","Business",7,4,15,15
"STU0258","Business",8,2.87,15,15
"STU0259","Business",1,3.04,15,15
"STU0259","Business",2,3.06,15,15
"STU0259","Business",3,2.7,15,15
"STU0259","Business",4,3,15,15
"STU0259","Business",5,2.63,15,15
"STU0259","Business",6,3.3,15,15
"STU0259","Business",7,3.32,15,15
"STU0259","Business",8,2.93,15,15
"STU0260","Business",1,3.97,15,15
"STU0260","Business",2,2.62,15,15
"STU0260","Business",3,2.9,15,15
"STU0260","Business",4,2.87,15,15
"STU0260","Business",5,2.9,15,15
"STU0260","Business",6,3.53,15,15
"STU0260","Business",7,3.11,15,15
"STU0260","Business",8,3.07,15,15
"STU0261","Liberal Arts",1,4,15,15
"STU0261","Liberal Arts",2,4,15,15
"STU0261","Liberal Arts",3,3.97,15,15
"STU0261","Liberal Arts",4,4,15,15
"STU0261","Liberal Arts",5,3.91,15,15
"STU0261","Liberal Arts",6,3.68,15,15
"STU0261","Liberal Arts",7,3.97,15,15
"STU0261","Liberal Arts",8,3.14,15,15
"STU0262","Engineering",1,3.17,15,15
"STU0262","Engineering",2,3.79,15,15
"STU0262","Engineering",3,3.74,15,15
"STU0262","Engineering",4,3.14,15,15
"STU0262","Engineering",5,3.3,15,15
"STU0262","Engineering",6,3.08,15,15
"STU0262","Engineering",7,3.43,15,15
"STU0262","Engineering",8,3.4,15,15
"STU0263","Engineering",1,3.73,15,15
"STU0263","Engineering",2,3.58,15,15
"STU0263","Engineering",3,3.32,15,15
"STU0263","Engineering",4,4,15,15
"STU0263","Engineering",5,3.84,15,15
"STU0263","Engineering",6,4,15,15
"STU0263","Engineering",7,3.66,15,15
"STU0263","Engineering",8,4,15,15
"STU0264","Liberal Arts",1,2.64,15,15
"STU0264","Liberal Arts",2,2.67,15,15
"STU0264","Liberal Arts",3,2.52,15,15
"STU0264","Liberal Arts",4,3.38,15,15
"STU0264","Liberal Arts",5,4,15,15
"STU0264","Liberal Arts",6,3.18,15,15
"STU0264","Liberal Arts",7,3.05,15,15
"STU0264","Liberal Arts",8,2.31,15,15
"STU0265","Business",1,2.53,15,15
"STU0265","Business",2,2.14,15,15
"STU0265","Business",3,2.08,15,15
"STU0265","Business",4,1.76,15,15
"STU0265","Business",5,1.82,15,15
"STU0266","Engineering",1,1.29,15,15
"STU0266","Engineering",2,1.2,15,15
"STU0267","Liberal Arts",1,4,15,15
"STU0267","Liberal Arts",2,3.36,15,15
"STU0267","Liberal Arts",3,3.78,15,15
"STU0267","Liberal Arts",4,3.83,15,15
"STU0267","Liberal Arts",5,3.78,15,15
"STU0267","Liberal Arts",6,4,15,15
"STU0267","Liberal Arts",7,3.7,15,15
"STU0267","Liberal Arts",8,4,15,15
"STU0268","Engineering",1,1.6,15,15
"STU0268","Engineering",2,2.42,15,15
"STU0268","Engineering",3,2.24,15,15
"STU0268","Engineering",4,2.29,15,15
"STU0268","Engineering",5,2.26,15,15
"STU0268","Engineering",6,1.84,15,15
"STU0268","Engineering",7,1.81,15,15
"STU0269","Liberal Arts",1,3.66,15,15
"STU0269","Liberal Arts",2,3.78,15,15
"STU0269","Liberal Arts",3,3.47,15,15
"STU0269","Liberal Arts",4,3.87,15,15
"STU0269","Liberal Arts",5,3.86,15,15
"STU0269","Liberal Arts",6,3.77,15,15
"STU0269","Liberal Arts",7,3.4,15,15
"STU0269","Liberal Arts",8,4,15,15
"STU0270","Liberal Arts",1,2.23,15,15
"STU0270","Liberal Arts",2,2.53,15,15
"STU0270","Liberal Arts",3,3.91,15,15
"STU0270","Liberal Arts",4,3.04,15,15
"STU0270","Liberal Arts",5,3.8,15,15
"STU0270","Liberal Arts",6,3.02,15,15
"STU0270","Liberal Arts",7,3.05,15,15
"STU0270","Liberal Arts",8,3.02,15,15
"STU0271","Engineering",1,3.78,15,15
"STU0271","Engineering",2,3.01,15,15
"STU0271","Engineering",3,3.95,15,15
"STU0271","Engineering",4,4,15,15
"STU0271","Engineering",5,3.31,15,15
"STU0271","Engineering",6,4,15,15
"STU0271","Engineering",7,3.39,15,15
"STU0271","Engineering",8,3.84,15,15
"STU0272","Liberal Arts",1,4,15,15
"STU0272","Liberal Arts",2,3.65,15,15
"STU0272","Liberal Arts",3,3.92,15,15
"STU0272","Liberal Arts",4,4,15,15
"STU0272","Liberal Arts",5,3.39,15,15
"STU0272","Liberal Arts",6,4,15,15
"STU0272","Liberal Arts",7,3.61,15,15
"STU0272","Liberal Arts",8,4,15,15
"STU0273","Business",1,2.71,15,15
"STU0273","Business",2,2.3,15,15
"STU0273","Business",3,3.28,15,15
"STU0273","Business",4,2.88,15,15
"STU0273","Business",5,2.89,15,15
"STU0273","Business",6,2.31,15,15
"STU0273","Business",7,2.24,15,15
"STU0273","Business",8,2.5,15,15
"STU0274","Engineering",1,3.18,15,15
"STU0274","Engineering",2,2.83,15,15
"STU0274","Engineering",3,2.46,15,15
"STU0275","Liberal Arts",1,3.16,15,15
"STU0275","Liberal Arts",2,2.74,15,15
"STU0275","Liberal Arts",3,2.64,15,15
"STU0275","Liberal Arts",4,3.46,15,15
"STU0275","Liberal Arts",5,2.57,15,15
"STU0275","Liberal Arts",6,2.57,15,15
"STU0275","Liberal Arts",7,3.62,15,15
"STU0275","Liberal Arts",8,2.83,15,15
"STU0276","Engineering",1,3.93,15,15
"STU0276","Engineering",2,4,15,15
"STU0276","Engineering",3,4,15,15
"STU0276","Engineering",4,4,15,15
"STU0276","Engineering",5,3.91,15,15
"STU0276","Engineering",6,3.92,15,15
"STU0276","Engineering",7,4,15,15
"STU0276","Engineering",8,4,15,15
"STU0277","Engineering",1,2.34,15,15
"STU0277","Engineering",2,2.16,15,15
"STU0277","Engineering",3,2.73,15,15
"STU0277","Engineering",4,2.83,15,15
"STU0277","Engineering",5,2.62,15,15
"STU0277","Engineering",6,2.77,15,15
"STU0277","Engineering",7,2.76,15,15
"STU0277","Engineering",8,2.98,15,15
"STU0278","Business",1,2.62,15,15
"STU0278","Business",2,2.91,15,15
"STU0278","Business",3,2.79,15,15
"STU0278","Business",4,3.45,15,15
"STU0278","Business",5,2.82,15,15
"STU0278","Business",6,2.9,15,15
"STU0278","Business",7,2.89,15,15
"STU0278","Business",8,2.71,15,15
"STU0279","Business",1,3.41,15,15
"STU0279","Business",2,3.33,15,15
"STU0279","Business",3,3.14,15,15
"STU0279","Business",4,3.47,15,15
"STU0279","Business",5,3.83,15,15
"STU0279","Business",6,2.95,15,15
"STU0279","Business",7,3.11,15,15
"STU0279","Business",8,3.67,15,15
"STU0280","Business",1,3.5,15,15
"STU0280","Business",2,3.02,15,15
"STU0280","Business",3,4,15,15
"STU0280","Business",4,3.55,15,15
"STU0280","Business",5,4,15,15
"STU0280","Business",6,3.85,15,15
"STU0280","Business",7,3.71,15,15
"STU0280","Business",8,3.94,15,15
"STU0281","Business",1,3.66,15,15
"STU0282","Engineering",1,3.09,15,15
"STU0282","Engineering",2,2.59,15,15
"STU0282","Engineering",3,2.95,15,15
"STU0282","Engineering",4,2.88,15,15
"STU0282","Engineering",5,4,15,15
"STU0282","Engineering",6,3.68,15,15
"STU0282","Engineering",7,3.05,15,15
